Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
23,Male,USA,New York,4.4,0,24.2,5.8,68.1,2,6.5,162.39,20,74.28,5.3,12.7,7,0,14.7,16.3,2,684.85,2173,1,Q4
34,Female,USA,Los Angeles,3.1,12,,12,73.1,8,10,206,53,50.3,0.8,16.4,4,2,36.6,24.7,3,2337.28,,0,Q2
21,Male,USA,Los Angeles,1.2,24,40.6,9.3,39.6,6,22,93.74,18,40.2,10,28.8,5,2,37.3,25.8,4,1948.21,3645,0,Q1
25,Male,USA,Houston,3.9,9,,10.7,72.2,3,12,75.72,5,39.2,,22.7,6,6,33.4,20.6,3,872.47,294,1,Q2
37,Male,USA,New York,5.4,2,22.1,1,69.3,,11,56.28,,,19.9,19.3,9,7,10.7,13.1,2,716.36,,0,Q3
26,Male,USA,Houston,3.1,10,32.6,12.2,60.1,9,16.9,102.38,38,27.24,0.4,17.9,4,3,39.5,13,1,1185.06,,0,Q4
44,Male,USA,Los Angeles,0.9,3,24.9,6,69.7,1,5,134.23,19,56.8,6.1,0,10,1,,13.2,2,645.39,,1,Q3
36,Female,USA,Houston,1.2,10,29.4,9.1,52,3,13,71.19,16,81.1,7.2,18.3,4,6,9.3,13.7,3,1000.21,1862,0,Q2
31,Female,USA,Los Angeles,3,7,18.4,8.2,62.7,,7,124,24,27,10.8,7.3,5,3,31.5,20,2,1040.15,,0,Q3
61,Male,USA,Phoenix,4.3,17,29.1,15.6,35.5,5,22.1,165.16,4,38.76,3,44.2,4,6,,24.1,3,2810.38,2701,0,Q4
38,Female,USA,Chicago,0.4,14,31.7,6.9,46.4,8,14.3,85.57,9,4.44,8.9,1,8,4,,19.9,1,1013.9,1622,0,Q4
,Male,USA,Los Angeles,1.1,3,10.1,3.5,71.9,1,6,123.56,16,20.3,5.6,,7,1,0,0,1,751.64,,0,Q2
35,Male,USA,Houston,1.9,8,24,12.1,62,2,19.5,217.05,68,80.52,7.7,17.1,9,1,43.6,18.2,3,2906.08,2733,1,Q4
45,Female,USA,Phoenix,0.6,3,27.7,6.8,57.1,8,12,107.78,37,43.1,4.2,8.6,4,2,49.8,29.1,3,1385.62,,0,Q3
47,Female,India,Chennai,2.7,31,52.9,15.8,7.9,6,28,119.87,4,29.1,13.1,66.5,2,8,63.9,37.2,1,3363.62,,0,Q1
31,Female,USA,Houston,7.1,15,32,6.6,39.8,3,11,62.06,18,26.3,8.2,9.9,6,,,19.9,1,615.09,2805,0,Q3
34,Female,USA,Chicago,4.1,2,15.9,4.9,64.9,3,6.5,115.87,11,61.56,6.3,9.6,13,1,12.7,12.3,2,556.9,1702,1,Q4
18,Female,USA,Houston,3.7,10,43,10.1,53.1,0,12,233.24,75,62.1,3.4,14.6,8,3,31.6,21.6,3,2803.34,982,1,Q2
19,Female,India,Chennai,0.8,21,37.4,14.2,43.7,9,23,147.82,14,19.8,6,38.6,6,3,74.6,30.6,1,2974.48,1699,1,Q3
54,Male,India,Bangalore,2.4,10,33,8.3,41.2,3,18,90.59,25,12.5,4.2,25.3,3,2,28.3,19,,1473.1,,0,Q3
57,Female,USA,Houston,2,9,,5,78.6,2,6,71.03,8,21.3,0.8,33.4,2,0,,,4,461.17,2055,0,Q1
35,Female,USA,New York,2.2,6,13.7,3.5,63.4,0,1,115.93,11,42.7,10.2,10,8,0,6.9,0,3,114.51,,0,Q1
44,Male,USA,Los Angeles,3,9,29,,44.4,,10.4,63.27,0,23.52,11.7,33.9,7,1,27.5,17,1,428.04,,0,Q4
41,Female,USA,New York,3.6,7,20.7,8.2,47.3,5,12,115.48,42,60.1,9,26,4,5,44.2,9.7,4,1488.12,1153,0,Q3
74,Male,India,Delhi,3.6,24,37.9,9.4,37.8,10,27.3,79.83,37,45.36,9.3,40.9,3,3,46.6,23.8,3,1403.4,2295,0,Q4
51,Female,USA,Houston,1.7,7,,4.1,60.7,2,9,156.68,21,44.7,2.4,9.3,8,,5.1,4.7,5,1174.04,1137,0,Q3
26,Male,USA,New York,5.5,16,20.7,12.5,28.9,2,12,153.11,9,22.4,5.1,18.9,2,4,42.7,30,3,1631.09,2579,0,Q1
40,Male,USA,Los Angeles,1.8,13,9.6,4.3,47.5,1,10,149.32,53,71.8,1.3,24.3,4,3,21.8,9,2,1643.17,1999,0,Q1
28,Male,USA,Chicago,3.4,17,33.6,11.9,42.1,10,15,297.43,57,31.9,10.1,21.2,6,4,68.5,30,2,5089.54,3923,1,Q1
30,Male,USA,Houston,0.4,21,,10.3,69.6,2,11,94.49,41,18.3,5.5,57.5,4,2,22.9,15.3,2,1134.17,333,0,Q2
25,Female,USA,Phoenix,2.5,12,35.9,11.3,55.6,8,11,57.15,11,,10.5,34.7,8,3,22.9,21.8,3,671.4,0,0,Q2
55,Female,USA,New York,3.8,2,16.8,5,47.2,1,4,105.24,12,44.6,9.8,0,5,2,12.4,5.8,2,339.47,0,0,Q3
27,Male,USA,Chicago,1.2,20,40.5,13.6,52.4,8,15.6,186.64,5,,8.6,26,5,1,48.3,31.5,,2646.85,1576,0,Q4
25,Male,USA,Los Angeles,2.2,0,21,2.2,59.4,1,5,118.54,7,18.3,4.9,1.3,9,0,0,0,3,673.83,1391,0,Q2
27,Male,USA,Houston,1.7,9,17.1,6.2,61.7,4,7,193.28,11,43.2,,16.2,4,2,7.5,14.4,1,1129.34,1495,1,Q1
,Female,USA,Los Angeles,1.4,25,19.6,10.4,57.9,3,13,102.71,4,10.7,,13.5,2,3,39.8,26.7,2,1301.97,2259,0,Q2
44,Female,USA,Chicago,1.2,29,44.4,14.4,31,5,17,102.59,10,9.7,14.2,55.3,2,8,44.3,30.9,2,2014.15,3906,0,Q1
30,Female,USA,New York,1.4,11,25.5,8.9,52.5,1,12,81.27,7,78.4,5,15.2,5,5,,19.3,2,852.46,864,0,Q3
30,Female,USA,New York,6.9,13,25.8,10.3,63.6,1,10,115.93,12,66.3,0.7,25.2,2,5,,10.9,2,1073.89,1780,0,Q3
38,Male,USA,Los Angeles,4.9,27,42.5,12.7,53.5,7,28.6,149.12,6,62.52,3.1,34.4,4,5,61.1,31.1,1,3148.69,3259,0,Q4
41,Female,USA,Houston,4.5,13,37.7,15.7,15.5,0,19,98.06,6,63.8,3.8,21,8,4,57.4,34.7,4,1854.79,3810,0,Q2
37,Male,USA,Chicago,2.4,30,47.6,20.1,10.4,14,28,91.81,20,14.5,,47.2,3,6,,43.7,1,2214.75,4981,0,Q2
35,Female,USA,Houston,0.8,8,,4.2,61.7,0,9.1,95.42,52,33.6,2.9,12.5,5,1,18.2,3.2,3,725.96,3058,0,Q4
27,Female,USA,New York,1.7,6,25.9,5.6,55,4,10,49.6,20,64.1,5.8,17,4,1,,21.6,2,486.44,,0,Q1
47,Male,USA,Los Angeles,3.6,10,,8,64.8,2,11.7,93.68,1,,1.6,14.6,8,2,,,1,868.21,1279,0,Q4
39,Female,USA,Houston,1.7,6,24.5,8.9,48.7,6,12,160.3,11,65.4,7.5,1.2,8,6,,18.9,1,2069.54,2527,1,Q1
47,Female,USA,Houston,0.8,8,33.8,9.1,54.5,6,14.3,73.09,43,45.48,5.1,24,6,1,38.9,27,2,655.71,3746,0,Q4
18,Female,USA,Phoenix,1.4,14,18.9,8,67.8,1,10,152.61,15,63.9,0.9,2.9,5,1,33.3,11.4,1,1357.57,3553,0,Q1
18,Male,USA,Los Angeles,8.1,8,,5.4,90.2,1,3,80.76,104,71.6,7.9,0,11,0,0,,2,289.1,1301,1,Q1
27,Male,India,Hyderabad,0.5,19,44.5,,35.1,6,20,85.28,44,79.3,16.1,36.5,2,2,49.8,26.5,2,1375.51,2761,0,Q1
37,Female,USA,Houston,1.5,12,19.4,1.2,78.5,2,11,116.81,30,22.8,,0,3,2,17.2,0,1,1278.83,1215,1,Q2
30,Female,USA,Chicago,9.9,0,11.6,3.2,78,0,3,118.52,9,50.6,8.3,14.6,5,2,22.4,,1,385.68,1498,1,Q1
33,Male,USA,New York,3.3,26,45.6,,40.3,5,20,133.06,20,66,,38.4,5,6,78.4,24.7,2,2568.4,,0,Q2
50,Female,USA,Chicago,0.4,6,23.4,5.9,51.3,4,7,84.7,37,54,8,21.8,8,1,24.2,14,2,498.89,1485,0,Q2
24,Male,India,Bangalore,0.6,18,27.9,5.6,64.7,5,16.9,170.69,35,60.48,3.9,10.2,5,3,,17.5,1,2600,1814,1,Q4
44,Male,USA,New York,1.8,5,29,4.1,73,2,11.7,174.36,28,17.28,16.4,7.2,5,5,0,18.7,2,1339.89,1183,1,Q4
55,Female,USA,Chicago,2.8,6,22,7.6,75.6,2,4,131.36,29,44.4,4.2,0,8,1,7.7,4.1,3,493.18,321,1,Q3
44,Male,USA,Houston,4.2,13,11.6,6.8,58.4,4,13,59.75,9,45.8,10.8,13,5,2,27.6,17.7,2,785.72,2418,0,Q1
35,Female,India,Bangalore,4,9,,5.9,69.4,8,8,189.61,34,18.9,6,1.9,3,,7.5,16.9,2,1317.57,1551,0,Q3
42,Male,USA,Phoenix,2,9,31.8,9.4,65.5,4,17,74.09,52,,2.8,,4,,22.4,19.4,3,1374.92,2245,0,Q3
36,Female,USA,Phoenix,10,12,24.2,8,57.9,2,17,136.9,15,6.4,0.2,5.6,4,,4.8,,2,2278.17,,0,Q3
41,Male,USA,Houston,4.4,11,29.9,6.2,41.1,8,15.6,150.07,28,42.6,9.3,13.9,6,3,41.7,20,3,1621.57,3080,0,Q4
42,Female,USA,Chicago,2.3,8,18.7,7.2,64.9,0,9,104.88,17,70.7,3.2,13.2,7,2,13.9,12.4,1,1126.77,,0,Q3
32,Female,India,Hyderabad,7.5,17,15.7,8.5,71.8,4,10,194.45,9,41.4,7.2,12.1,6,0,24.1,18.9,3,1937.9,99,1,Q1
41,Male,USA,Los Angeles,2.4,21,29.4,11,58.1,6,13,162.42,23,31,16.6,23.3,6,2,,24,4,1832.17,,0,Q2
48,Male,USA,Los Angeles,2.9,18,36.2,14.2,23.2,3,14,139.58,27,39,,12,5,3,43.6,25.6,3,2020.87,3138,0,Q3
33,Male,USA,New York,2.5,18,,4.5,67.6,2,14.3,137.82,30,96.96,,16.6,5,3,34.9,18.2,3,1375,2094,0,Q4
25,Male,USA,Houston,4,17,24.5,7.8,67.7,2,20,120.32,41,27.1,3.6,21.9,5,2,,,1,2192.46,3943,0,Q3
18,Other,USA,Los Angeles,2.7,6,9.4,8.6,93.5,3,9,126.51,24,33.4,9.5,35,8,1,30.2,0,3,1116.97,2260,0,Q2
35,Male,India,Chennai,0.5,0,12.9,5.9,58.7,1,5,156.88,14,,2.8,0,7,3,16.7,18,2,815.05,619,0,Q1
47,Male,USA,Los Angeles,5.1,3,14.2,3.9,61.2,2,7,156.75,21,20.6,3.6,0,11,1,38.4,11.9,5,1195.75,2670,0,Q1
42,Male,USA,Chicago,1.7,2,9.9,5.5,71.1,1,4,146.41,17,86.6,2,2.3,6,1,0,12.4,2,518.43,1262,1,Q1
45,Male,USA,Houston,1.3,11,35,11.8,59.1,3,26,153.39,10,28.44,2.6,28.3,0,3,20.1,25.5,1,2784.96,2254,0,Q4
65,Male,USA,New York,1.8,9,25.8,12.8,65.5,4,10,67.8,19,70,0.6,25,8,5,19.3,24.4,,781.12,544,0,Q2
27,Female,USA,Chicago,3.7,13,12.8,7.1,74,1,14.3,66.97,44,46.08,9,16.3,12,,7.4,16.8,5,788.33,1712,1,Q4
34,Female,USA,Chicago,3.7,11,29.6,9.5,40.5,1,11,77.26,17,1.9,3.2,31.1,7,1,,,2,869.54,321,0,Q3
32,Female,USA,Phoenix,1.9,27,45.5,9.8,37.8,6,31.2,163.06,33,49.32,11.7,34.2,5,,,34.1,3,3670.83,,0,Q4
42,Male,USA,Phoenix,2.6,7,24.8,7.7,59.5,4,7,78.02,33,,9.9,,10,2,28.5,24.3,3,604.67,,0,Q3
,Other,USA,New York,3.9,13,33.9,12,56.3,6,19.5,88.6,11,41.88,3.2,38.6,6,2,42.8,25,3,1095.85,2350,0,Q4
26,Male,USA,New York,1.5,11,25.3,3.9,46.6,3,8,97.24,22,6.8,15.6,23.2,5,,43.4,,3,891.82,1043,0,Q2
48,Female,USA,Los Angeles,1.7,0,28.6,1.6,74.5,0,14,215.34,80,71.7,7.5,5.1,6,4,25.6,,1,2558.06,5053,1,Q2
23,Male,USA,Houston,5.7,17,35.1,5.5,48,6,15,76.03,19,59.8,10,8.2,7,5,,32.3,2,1015.82,4537,0,Q3
18,Female,USA,Los Angeles,2.1,4,15.6,3.9,92.3,1,7,92.91,78,54.9,11,18.5,3,2,0,4.8,1,744.73,2044,1,Q1
45,Female,India,Bangalore,1.4,0,15.5,3.4,67.6,0,1,77.5,30,14.7,13.6,3.3,5,,0,16.2,3,67.2,0,1,Q2
41,Female,USA,Chicago,1.3,21,39,17.5,55.8,8,24.7,179.8,56,14.4,12.9,51.2,6,7,49.4,36,5,3534.7,2300,1,Q4
24,Female,USA,Phoenix,1.6,0,11.7,4.9,66.4,0,3.9,122.23,9,45.36,0.2,0,1,1,29.7,7.1,1,344.9,,0,Q4
43,Female,USA,Los Angeles,3.8,0,12.1,3.3,72.2,3,6,111.15,27,50.4,10.7,0,5,4,0,9,4,637.2,0,1,Q2
,Female,USA,New York,0.8,0,17.7,2.8,72.5,,6,116.79,132,60.7,9.2,9.8,2,,24.3,2.6,2,580.73,3110,1,Q2
54,Male,USA,New York,2.8,18,29.6,9.5,53.5,7,18.2,153.13,24,63.12,,45.3,3,6,51.9,24.4,2,1777.33,1087,0,Q4
31,Female,USA,Houston,4.9,14,30,15.4,50.3,3,18,188.66,76,47.5,2.5,36.7,3,1,58.2,21,1,3974.58,2090,0,Q2
26,Male,USA,Chicago,4.2,17,42.4,14.7,32.7,10,21,98.25,14,79.9,4.8,26.3,3,3,40.5,21.8,3,1759.8,1473,0,Q2
,Male,USA,Phoenix,1,13,26,12.4,38.7,3,15.6,76.18,1,25.32,2.1,26,5,5,42,24.2,3,1018.18,906,0,Q4
51,Female,USA,Houston,2.9,10,20.2,6.7,63.7,3,6,75.55,25,,,17.4,2,2,4.6,11.1,1,521.28,108,0,Q3
18,Male,USA,Los Angeles,2.1,12,,5.3,63.6,1,10,138.03,2,68.9,10.1,13.2,4,2,39.1,14.8,4,1291.76,2471,0,Q3
36,Female,India,Delhi,2.6,19,30.3,16.4,37.6,7,17,77.72,38,36.2,9.2,52.3,1,7,51.8,32.4,4,1090.91,2772,0,Q1
18,Male,USA,Los Angeles,2.9,28,51.5,16.2,19.3,14,22,96.12,17,65.4,4.2,47.9,1,8,58.9,42.6,1,2382.22,3364,0,Q2
33,Female,USA,New York,1.3,20,19.7,9.2,43.3,4,13,200.31,34,57,0.1,2.3,7,3,57,,,2272.37,2272,1,Q4
35,Male,USA,Chicago,1.3,2,12.9,5.5,59.8,1,3.9,143.21,15,18,6.3,13.7,10,,25.1,4.8,3,481.08,1587,0,Q4
34,Female,USA,Los Angeles,1.3,3,9.3,9,65.2,,9,191.33,1,71.9,12.3,0,1,1,37.4,18.3,2,1525.14,2452,0,Q3
24,Male,USA,Chicago,1.9,19,40.8,12,33.8,6,21,82.32,8,71,3.7,37.3,6,5,69.3,29.5,1,1739.51,2106,1,Q3
68,Male,USA,Houston,3.1,4,29.6,10,50.1,5,22.1,144.55,57,102.24,5.2,,4,1,29,19.6,2,2830.15,3344,0,Q4
38,Female,India,Delhi,6.4,11,19.6,5.4,59.3,4,13,94.62,87,40.44,15.8,0,5,0,20.4,9.2,3,904.35,,1,Q4
38,Male,India,Hyderabad,4,9,34.9,11.2,45.7,3,11.7,104.61,4,72.72,13.3,7.4,4,4,4.3,24.1,1,946.9,1942,0,Q4
37,Female,USA,New York,3.8,18,30.5,8.8,52.2,2,12,56.21,7,32.9,12.7,22.8,1,4,20.5,16.2,2,718.61,2278,0,Q2
40,Male,India,Delhi,2.3,0,7.2,5.8,70.9,0,4,79.89,43,40.7,5.4,3.2,10,2,19.2,14.6,3,257.51,1225,1,Q1
,Male,USA,Houston,2.3,6,22,4.9,69,1,12,88.01,,11.3,2.4,10.1,10,1,14.3,6.2,1,1025.59,1532,0,Q3
37,Male,USA,Los Angeles,1,15,29.8,9.7,55.6,1,11,145.32,21,78.5,2.9,8.5,5,4,2.6,29.9,2,1436.89,2286,0,Q3
31,Female,USA,Chicago,2.1,5,20.2,6.8,69.5,4,10,68.98,165,,,15.2,6,0,,13.9,2,660.25,611,1,Q1
29,Male,USA,New York,9,6,17.5,10.3,68.5,1,13,5279.800805,,37.8,7.6,0,8,2,22.7,23.8,1,1699.92,,0,Q4
34,Female,USA,New York,5.2,0,9.9,6.9,81.2,,4,104.8,6,20.3,10.3,1.9,8,0,26.2,5.8,3,489.87,755,1,Q2
52,Female,USA,Phoenix,6.9,8,26.4,7,61.5,5,9.1,55.55,14,53.88,10,15.5,7,1,44,16.5,3,394.2,2487,0,Q4
33,Male,USA,Chicago,3.2,19,26.8,4.6,77.6,2,9,98.09,13,,0.5,0,2,2,22.3,5.7,,959.27,3308,0,Q3
28,Female,India,Hyderabad,1.2,14,29.5,7.4,59.6,3,10.4,147.02,57,57.12,6.7,9.9,4,1,28.6,13.8,3,1068.14,,0,Q4
46,Male,USA,Chicago,2.9,9,29.7,6.5,49.8,4,17,76.2,2,49.5,2.8,,3,1,,9.4,3,1245.98,2060,0,Q3
46,Male,USA,Chicago,3.8,5,,7.8,62.3,,14.3,82.93,17,26.64,1.8,16.5,8,1,6.3,11.7,2,896.27,1970,0,Q4
43,Male,USA,Phoenix,2.4,25,47.5,14.8,36.7,13,22.1,137.13,3,33.6,7.9,50.4,1,6,34.8,29.7,3,2433.45,3049,0,Q4
45,Male,USA,Chicago,0.7,10,21.5,6,65,5,8,200.04,,44.4,,1.6,5,4,9.8,15.5,3,1331.78,2341,0,Q2
34,Male,USA,New York,6.9,19,49.2,,13.5,10,24,115.16,38,11.3,2,37.1,3,6,53.7,41.8,2,2350.38,3636,0,Q3
49,Male,USA,New York,3.6,0,19.4,9.3,63.7,1,10.4,111.18,5,,1.9,23.1,3,2,30.6,6.7,1,927.1,2324,0,Q4
31,Male,USA,Houston,1.5,10,26.5,3.9,67.8,,18.2,135.97,7,52.92,11.6,11.6,8,3,0,22.1,4,2256.65,2102,1,Q4
21,Female,USA,New York,4.1,28,20.7,10.6,55.3,2,10,159.72,9,27.4,6.5,9.3,0,7,10,,1,1487.94,276,1,Q2
45,Female,India,Hyderabad,1.5,31,56.4,16.3,48.2,7,26,67.01,1,14.4,8.8,50.8,7,8,33.5,34.1,1,1649.73,3452,0,Q1
59,Female,USA,New York,3.1,8,19.1,7.5,58.2,1,15,173.75,40,32.8,3.7,16.5,6,2,41.6,,2,2823.83,2279,1,Q2
18,Male,USA,Phoenix,1.2,6,7.5,4.6,72,3,2,113.99,20,42.1,10,,4,0,0,8.5,3,265.15,,1,Q1
5,Female,USA,Los Angeles,0.6,12,34.5,9,36.4,3,12,91.35,1,25.7,8.4,8.6,6,5,25.3,16.5,1,1236.79,,1,Q2
36,Male,USA,Chicago,6.3,9,42.3,14.1,37.6,5,31.2,76.9,57,82.68,1.3,23.2,3,2,37.6,33.3,5,1609.88,2553,0,Q4
,Male,USA,New York,1.9,11,24.1,7.5,64.5,,9,119.1,15,25.1,6.3,17.2,5,1,16.4,12.2,2,1147.69,916,0,Q2
33,Male,USA,Houston,1.6,0,13.5,5.9,78.1,3,13,110.59,25,68.76,8,15.1,3,0,14.9,8.7,4,1306.52,2088,0,Q4
41,Female,USA,New York,2.4,17,40.6,14.4,51.4,5,12,173.36,36,31.8,4.6,22,4,3,36.6,22.6,3,2061.99,3886,0,Q1
18,Female,USA,Phoenix,0.2,23,36.2,13.6,36.1,16,23.4,95.53,2,,3.9,22.3,2,3,,25.2,3,2031.72,4167,0,Q4
40,Male,USA,Phoenix,0.6,17,38,,55.7,11,27.3,91.58,61,96.96,5.9,7.1,4,5,65.6,33.6,2,2138.86,1632,0,Q4
,Male,India,Hyderabad,2.4,12,,6.9,75.7,0,14,194.14,32,27.3,6.7,11.4,6,2,16.5,,2,3176.39,477,1,Q2
38,Female,USA,Los Angeles,0.5,2,26.1,8,84,2,6,83.41,18,38.4,4.7,0,9,1,29.8,13.2,2,484.85,2234,0,Q3
31,Female,USA,Phoenix,1.4,7,27.1,9.9,47.6,4,13,123.91,2,37.32,11.4,7.6,4,0,20.8,19.9,5,1445.91,1484,0,Q4
40,Female,USA,Houston,1.1,8,,2,61.5,2,7.8,106.35,59,61.2,4.2,1.1,7,1,0,8.2,4,744.06,1214,1,Q4
42,Female,USA,Los Angeles,0.5,21,28.8,9.4,39.7,7,19,62.6,73,0.6,0.9,47.9,7,6,12.4,20.9,2,1045.51,1453,0,Q2
50,Male,USA,Chicago,2.4,9,27.2,7.2,60.5,,15,132.37,41,48.7,10.2,35.5,7,,29.6,16.7,3,1738.6,4162,0,Q1
43,Male,India,Delhi,1.7,19,40,16.3,44.8,10,17,62.26,11,62.4,4.3,38.8,5,9,39.7,28.3,2,1249.17,4040,0,Q1
49,Male,USA,Chicago,2.6,16,31.6,9.2,37.4,8,22.1,121.12,,45.12,4.5,47.7,5,5,52.7,29.1,,2326.12,,0,Q4
50,Female,India,Chennai,3.8,26,52.4,10.9,42.9,11,19,212.62,3,32.4,,36.5,6,9,64,40.6,2,3622.71,2707,1,Q3
30,Female,India,Chennai,1.1,14,,6.7,62.5,4,9,125.97,46,17.3,6.3,13.8,4,4,11.7,2.4,2,1191.91,2253,0,Q2
26,Female,USA,Phoenix,8,7,15.2,6,59.1,1,4,81.39,31,21.2,0.4,15.6,10,0,3.4,11,2,382.33,1508,1,Q3
50,Female,USA,New York,4.3,9,20.2,4.7,67.7,2,9.1,97.83,3,69.24,9.6,30.2,7,2,11.2,9.2,2,578.94,848,0,Q4
26,Female,USA,New York,4,18,36.4,12.7,42.7,10,20,112.44,3,60.5,2.1,38.2,2,9,51,32.4,3,2098.14,2606,0,Q3
,Male,USA,Houston,1.7,10,19.3,8.8,55.2,5,13,133.28,6,44.3,,26.1,9,0,29.8,7.4,2,1953.37,3247,1,Q2
31,Male,USA,New York,3.5,3,13.9,1,79.7,,2,96.99,15,26.4,,4.5,7,0,7.5,7.5,2,215.73,907,1,Q2
39,Male,USA,Houston,1.5,2,16.4,7.4,64.9,1,8,43.97,3,54,,13.1,11,3,18,11,2,332.33,744,0,Q3
68,Female,USA,Chicago,3.8,1,13.3,6.1,67.8,2,7,156.98,23,36,2.4,8.5,7,,22.4,14.2,1,899.74,3396,0,Q1
51,Female,India,Mumbai,4.6,8,,3.4,62.4,0,5,57.91,45,16.4,6.8,8.4,4,0,0,5.1,3,316.34,,0,Q3
,Female,USA,Phoenix,2.7,6,23.2,3.1,63.4,4,14,90.77,25,,14.7,14.5,9,4,15.3,11.6,3,1237.16,3167,0,Q2
31,Male,India,Bangalore,3.1,2,19.5,6.3,59.9,2,10.4,127.1,,35.4,10.6,9.7,8,0,20.9,8.8,4,932.9,1098,0,Q4
19,Female,USA,New York,3.1,15,20.8,3.7,58.6,1,16,137.96,23,73.5,,24.9,4,3,38.6,17.3,1,2058.31,,0,Q2
29,Male,India,Chennai,7,7,12,4.9,59.9,,7.8,118.3,11,107.76,2.9,7.8,7,1,5.1,1.3,,747.04,1929,0,Q4
35,Male,USA,Houston,5,3,,6.5,66.9,3,10,138.39,9,22.6,7.4,4.1,5,0,18,11.5,3,1241.22,314,0,Q1
45,Male,India,Mumbai,2.2,8,35.2,8,43.6,4,9,94.42,19,13,7.6,0,8,5,35.1,22.6,2,966.66,,0,Q3
40,Female,USA,Los Angeles,1.4,6,34.5,8.9,46.3,6,19.5,77.47,21,62.04,4.3,18.7,6,5,26.6,23.8,1,1180.31,288,0,Q4
44,Male,USA,Phoenix,4,26,38.4,13.8,53.2,4,18.2,80.85,14,59.16,7.8,22.2,6,,39.5,18.3,1,968.1,3133,0,Q4
43,Female,USA,Los Angeles,8,15,35,10.5,42.4,6,22.1,73.51,,,8.4,32.9,4,5,40.7,,4,1253,1420,0,Q4
18,Female,India,Chennai,3.9,10,26.3,8,60,5,9,95.97,42,6.8,3.6,23.3,3,2,32.5,9.2,1,946.46,1353,1,Q2
43,Female,USA,New York,2.3,0,,4,73.8,,5,68.38,14,75.9,7.9,7.8,15,1,,11.1,1,298.82,420,1,Q3
22,Female,USA,Phoenix,3.3,19,36.4,7.8,46.1,,22.1,104.2,7,99.6,7.1,47.9,5,3,33,,2,1541.96,,0,Q4
37,Female,USA,Los Angeles,2.1,7,26.1,10.5,38.1,3,10,89.94,15,79.5,5.4,10.4,10,2,32.2,19.2,1,1074.74,,0,Q2
49,Male,USA,Chicago,4.1,18,31.9,13.6,31.5,9,24.7,179.66,55,31.44,1.3,31.4,4,4,,19.6,2,3665.94,473,0,Q4
39,Female,USA,Phoenix,8.6,8,8.8,3.9,72.5,3,6,98.66,40,69.3,1.6,14.3,12,0,17,13.4,2,544.64,1835,0,Q3
32,Female,USA,Phoenix,1.6,3,25,5.8,68.1,2,14,193.81,119,60.6,,16,6,1,9.8,12.9,4,3028.89,,1,Q3
32,Male,USA,Los Angeles,4.7,5,39.3,8.4,48.2,9,11,87.36,2,23.6,8.6,19.6,5,4,,22.6,5,943.8,855,0,Q2
27,Male,USA,Houston,1,6,17.5,3.2,72.3,3,3.9,169.7,15,32.04,14.5,0,9,0,5.6,6.8,3,474.38,1184,1,Q4
40,Male,USA,New York,8.9,2,11.2,6.4,82.5,0,2.6,86.55,11,41.64,4.5,11,7,0,24.7,10.9,3,172.91,0,1,Q4
20,Female,USA,Phoenix,3.9,12,29.6,8.7,73.4,,12,94.62,26,29.4,4.6,18.5,2,3,,,1,924.37,2272,1,Q2
38,Male,USA,Phoenix,2.9,4,29.2,8.2,39.7,3,19.5,109.3,14,68.76,4,,3,3,42.9,25.9,2,1599.48,1564,0,Q4
54,Male,India,Mumbai,1.1,10,19.4,4.9,57.3,3,5,101.93,,49.3,2.6,0,7,1,5.3,13.4,2,576.72,,0,Q2
65,Male,India,Delhi,5.8,26,46,15,36.3,4,23.4,83.82,21,60.48,3.2,50.4,2,5,48.3,32,3,1544.38,,0,Q4
,Male,USA,Phoenix,1.4,0,24.1,6.3,68.5,2,9,129.35,29,53.3,3.2,6.3,5,2,66.6,7.4,3,954.93,1697,0,Q3
55,Female,USA,New York,0.7,10,26.8,7.5,60,0,14,122.62,,51.4,3.6,11.4,9,8,45.2,16.3,5,1373.49,2089,0,Q2
56,Male,USA,New York,2.9,14,43.9,12.6,51.2,7,17,93.49,14,28.4,1.7,23.1,7,2,46.1,27.9,2,1435.31,3454,0,Q3
37,Female,USA,Houston,5.2,4,28.5,9.8,73.5,1,7,107.61,4,12.2,11.4,5.1,5,1,20.4,13.1,2,830.61,1820,0,Q3
40,Female,USA,Phoenix,3.2,10,16.2,9.5,66,3,6.5,174.74,39,36.96,19.5,10.9,5,0,20.8,5.3,2,710.08,769,1,Q4
46,Male,USA,Phoenix,5.1,15,33.7,7.1,53,2,12,148.61,17,16.8,5.8,14.7,4,6,39.7,27.5,1,1726.12,4047,0,Q3
42,Male,USA,Chicago,4.3,6,20.4,6.4,61.8,6,12,137.7,6,11,7.8,11.9,4,3,26.8,21.7,,1746.9,1480,0,Q2
43,Male,India,Bangalore,2.8,10,,,69.2,3,7,98.78,29,13.2,1,18.2,9,3,44.5,16,2,638.49,,0,Q2
